"","artists","track_name","duration_ms","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"46982","Jeyzer Maia","Espírito, Enche a Minha Vida",243250,51,0.421,0.186,2,-13.706,1,0.0344,0.827,0,0.149,0.355,123.398
"46983","Nívea Soares;Isaias Saad","Só Existe Um Lugar - Ao Vivo",427917,51,0.489,0.674,2,-8.627,1,0.0362,0.0405,1.52e-06,0.644,0.18,131.963
"46984","Jota Quest","Amor Maior - Acústico",235385,51,0.582,0.538,2,-9.395,0,0.0353,0.636,2.23e-06,0.868,0.355,76.008
"46985","Gerson Rufino","Vai Passar",332933,51,0.526,0.555,4,-4.789,1,0.0262,0.037,0,0.14,0.223,136.008
"46986","Paulo Ricardo","Tudo Por Nada",264506,51,0.654,0.593,0,-8.189,0,0.0284,0.043,1.36e-06,0.0555,0.555,94.561
"46987","Orbital;Yotto","Belfast - Yotto Remix",395449,51,0.608,0.895,0,-9.447,1,0.042,0.000204,0.753,0.11,0.0699,123.007
"46988","The Chemical Brothers","Do It Again",332973,51,0.867,0.714,4,-5.144,1,0.0662,0.0224,0.704,0.104,0.623,123.974
"46989","Peppa Pig","Expert Daddy Pig",170904,51,0.757,0.587,10,-6.346,1,0.144,0.685,0,0.288,0.601,136.9
"46990","Patrick Doyle","Sons of Odin",108626,51,0.476,0.496,5,-16.564,1,0.039,0.396,0.975,0.101,0.24,125.523
"46991","Mogwai","Take Me Somewhere Nice",417226,51,0.459,0.562,2,-8.771,1,0.0297,0.391,0.287,0.0935,0.0733,124.202
"46992","Billie Marten","Milk & Honey - Alt Version",288493,51,0.318,0.193,11,-14.794,0,0.0573,0.949,0.0328,0.095,0.0753,170.414
"46993","London Symphony Orchestra","""In The Hall Of The Mountain King"" from Peer Gynt Suite N°1, Op. 46",150826,51,0.475,0.13,7,-17.719,1,0.051,0.916,0.956,0.101,0.122,112.241
"46994","Peter And Gordon","A World Without Love",164760,51,0.548,0.827,4,-6.197,1,0.0336,0.147,0,0.147,0.777,130.043
"46995","Matilda Mann","As It Is",184301,51,0.657,0.258,10,-12.613,1,0.0311,0.908,2.79e-06,0.116,0.318,127.725
"46996","YUNGBLUD","weird!",183501,51,0.487,0.801,11,-4.846,1,0.0605,0.0048,0,0.119,0.443,184.03
"46997","Seal","It's a Man's Man's Man's World",231760,51,0.597,0.482,1,-5.888,0,0.0339,0.467,4.92e-05,0.153,0.435,81.056
"46998","Kelly Chen","Love Paradise",196266,51,0.636,0.449,5,-6.358,1,0.0271,0.822,1.31e-06,0.151,0.301,80.008
"46999","Dear Jane","人類不宜飛行",237000,51,0.445,0.783,7,-4.879,0,0.0317,0.245,0,0.144,0.347,135.981
"47000","AGA","Wonderful U",248551,51,0.557,0.436,6,-8.569,1,0.0676,0.809,0,0.151,0.246,179.997
"47001","Faye Wong","匆匆那年",241000,51,0.547,0.343,10,-10.475,0,0.0301,0.954,0.00112,0.113,0.401,127.977
"47002","Mr.","小傳奇",297213,51,0.19,0.658,6,-6.044,1,0.0376,0.387,3.65e-06,0.047,0.426,197.943
"47003","Mavis Hee","城裡的月光",321320,51,0.538,0.251,10,-13.494,1,0.027,0.79,0,0.191,0.202,83.972
"47004","MC 張天賦;Jay Fung","How Many Times - Studio Live",230253,51,0.635,0.323,0,-12.026,1,0.0356,0.845,0,0.112,0.454,119.072
"47005","Janice Vidal","心亂如麻",246933,51,0.651,0.37,7,-7.717,1,0.0265,0.691,0,0.109,0.507,74.974
"47006","Mavis Hee","明知故犯",257893,51,0.701,0.215,5,-15.16,1,0.0369,0.783,0,0.103,0.144,131.156
"47007","Panther Chan","凡星 (天星銀行airstar音樂劇場主題曲)",284000,51,0.511,0.571,3,-5.669,1,0.04,0.434,0,0.0799,0.274,157.847
"47008","Zpecial","深夜告別練習",215680,51,0.716,0.56,7,-8.42,0,0.0348,0.292,1.2e-05,0.116,0.743,127.997
"47009","Daniel Chan","比我幸福",272933,51,0.484,0.474,9,-8.064,1,0.0363,0.8,0,0.0877,0.35,101.907
"47010","Jer 柳應廷","人類群星閃耀時",346247,51,0.362,0.785,8,-6.05,1,0.0465,0.209,0,0.111,0.27,76.485
"47011","CoComelon","Open Shut Them",91000,51,0.917,0.248,4,-11.572,1,0.0404,0.644,0,0.106,0.834,107.978
"47012","CoComelon","One Potato, Two Potatoes",118218,51,0.906,0.327,4,-12.624,1,0.0608,0.492,0,0.115,0.966,129.996
"47013","CoComelon","Breakfast Song",142509,51,0.827,0.327,2,-11.139,1,0.0399,0.605,0,0.11,0.97,150.034
"47014","PJ Masks","Catboy",106442,51,0.576,0.835,0,-4.102,1,0.0461,0.012,0,0.267,0.637,169.842
"47015","CoComelon","Dinosaur Song",184617,51,0.899,0.369,10,-11.041,1,0.0358,0.495,2.35e-06,0.103,0.811,130.042
"47016","Super Simple Songs","Down by the Bay",145926,51,0.809,0.533,7,-7.283,1,0.0288,0.636,0,0.0872,0.785,96.023
"47017","Blippi","The Airplane Song",164875,51,0.746,0.478,0,-11.996,1,0.0328,0.529,4.37e-06,0.112,0.635,125.07
"47018","Super Simple Songs","Bingo",166325,51,0.801,0.242,5,-11.832,1,0.085,0.291,0,0.0529,0.58,79.961
"47019","Tinsel Town Kids","Sally the Camel",113106,51,0.743,0.541,7,-6.894,0,0.0266,0.547,0,0.0675,0.623,77.994
"47020","yaeow;Gustixa","I Need U (Remix)",171205,51,0.501,0.315,4,-12.914,1,0.0508,0.872,0.81,0.219,0.216,84.859
"47021","yaeow","Behind the Clouds",160000,51,0.579,0.109,3,-16.129,1,0.0379,0.938,0.0344,0.108,0.276,134.98
"47022","Shiloh Dynasty","17 - Slowed + reverb",209493,51,0.78,0.24,11,-12.996,1,0.0711,0.373,0.0141,0.452,0.171,140.502
"47023","Rewind;swablu;artemis orion","Give Me Love",176210,51,0.578,0.344,4,-13.383,1,0.0378,0.573,4.02e-05,0.667,0.108,123.937
"47024","boy in skirt;dhan","You Promised Not to Break My Heart",102947,51,0.654,0.046,8,-17.51,1,0.0409,0.865,0.000651,0.239,0.188,148.532
"47025","fenekot","That Way (Slowed + Reverb)",117468,51,0.421,0.359,1,-10.406,1,0.0843,0.978,0.0503,0.279,0.463,169.517
"47026","Vorsa","wake me when it's over",147826,51,0.682,0.449,7,-10.219,1,0.0318,0.651,0.000575,0.094,0.247,82.465
"47027","IWL;bearbare","eyes blue like the atlantic",105600,51,0.507,0.446,0,-9.497,1,0.107,0.157,0.00825,0.119,0.154,149.994
"47028","ELIJAH MOON;Sølace","Dead and Cold",141000,51,0.834,0.383,8,-15.601,0,0.156,0.191,0.000407,0.191,0.569,140.07
"47029","Rewind;Julia Alexa","Up All Night",156983,51,0.677,0.256,7,-16.915,1,0.0448,0.948,9.94e-06,0.0926,0.318,103.986
"47030","Kid Travis","Link Up",162080,51,0.703,0.469,1,-12.51,1,0.0724,0.0803,1.68e-06,0.137,0.762,77.012
"47031","Timmies;Mishaal","be someone to never lose",98995,51,0.785,0.3,11,-9.348,1,0.0709,0.779,6.83e-06,0.165,0.528,96.986
"47032","Sarah Kang","now i know",263851,51,0.455,0.242,1,-13.908,1,0.0528,0.883,4.72e-06,0.1,0.323,147.937
"47033","yaeow","don't give up",114857,51,0.671,0.295,11,-15.412,0,0.166,0.84,0.00168,0.36,0.513,140.159
"47034","Dvwn","No Problem",211999,51,0.439,0.266,2,-7.548,1,0.0329,0.57,0,0.108,0.242,69.611
"47035","Zachary Knowles","wake up",291130,51,0.853,0.344,10,-8.153,1,0.0619,0.356,1.17e-06,0.0578,0.327,115.012
"47036","Leah Marie Perez","Nothin' on Me",217500,51,0.791,0.402,10,-7.672,0,0.0441,0.4,0,0.115,0.478,100.016
"47037","demxntia","autumn",146000,51,0.688,0.619,3,-8.001,1,0.0409,0.375,0,0.195,0.444,119.929
"47038","Tomppabeats","Emotional Crank",74594,51,0.726,0.329,9,-10.583,1,0.0929,0.908,0.00943,0.36,0.346,148.102
"47039","Finlep","Hitchhiking",178445,51,0.512,0.0529,3,-19.642,1,0.0819,0.994,0.968,0.11,0.261,145.243
"47040","Zachary Knowles","blue bird",221076,51,0.597,0.266,3,-8.973,1,0.028,0.805,0,0.128,0.352,129.981
"47041","Oatmello;Late Era","Good Night",157377,51,0.533,0.165,2,-14.879,1,0.0396,0.929,0.937,0.105,0.189,122.064
"47042","Fiji Blue","Reasons You Should Care",161347,51,0.905,0.639,1,-5.843,0,0.0429,0.0853,2.51e-05,0.0532,0.962,122.904
"47043","Yoste","Chihiro",212963,51,0.382,0.54,4,-8.768,1,0.0289,0.908,0.651,0.0915,0.0948,139.693
"47044","Gavin Haley","Jet Lag",150011,51,0.54,0.381,4,-5.356,0,0.0692,0.774,0,0.173,0.191,86.746
"47045","De Lorra","E N D L E S S",249079,51,0.779,0.92,8,-12.043,1,0.163,0.274,0.927,0.212,0.544,107.993
"47046","Cloud 11","This Is for My Girl",177864,51,0.727,0.0501,0,-22.997,1,0.0543,0.676,0.629,0.0878,0.218,109.988
"47047","Gentle Bones","Smile For Me",166415,51,0.665,0.645,7,-6.056,1,0.0673,0.144,0,0.165,0.254,106.016
"47048","Bombay Jayashri","Thaimai",166229,51,0.248,0.42,9,-11.747,1,0.0274,0.587,0.00473,0.108,0.218,84.013
"47049","Max Brhon","Humanity",197960,51,0.669,0.864,0,-3.611,1,0.0536,0.0742,0.667,0.0803,0.307,110.042
"47050","One True God","Kill Me With Your Love",174736,51,0.754,0.701,10,-6.252,0,0.0398,0.192,0.364,0.0709,0.306,114.019
"47051","HVDES;sharks!","When I'm Alone",202597,51,0.593,0.632,6,-6.45,0,0.0305,0.195,0,0.114,0.225,77.025
"47052","Woesum;Yung Lean","Summer Rain",138057,51,0.662,0.717,4,-5.211,1,0.274,0.628,6.66e-06,0.427,0.689,169.853
"47053","One True God;EDDIE","Think About",204000,51,0.648,0.86,11,-5.7,1,0.0552,0.112,0.764,0.128,0.0763,100.01
"47054","One True God;MASTERIA","Night Shift",230625,51,0.751,0.964,2,-3.039,1,0.0478,0.266,0.62,0.0682,0.417,127.991
"47055","Glee Cast","I Wanna Dance With Somebody (Who Loves Me) (Glee Cast Version)",242186,51,0.653,0.811,11,-5.433,1,0.0319,0.000612,2.86e-05,0.135,0.659,128.023
"47056","Glee Cast","Give Your Heart A Break (Glee Cast Version)",209480,51,0.645,0.439,6,-6.372,1,0.0296,0.846,0,0.108,0.56,118.987
"47057","Glee Cast;Gwyneth Paltrow","Forget You (feat. Gwyneth Paltrow)",221360,51,0.674,0.739,2,-5.446,1,0.0385,0.0716,2.4e-06,0.15,0.851,127.424
"47058","Glee Cast","I Feel Pretty / Unpretty",239373,51,0.343,0.484,0,-8.173,0,0.0361,0.112,0,0.125,0.336,75.46
"47059","Pink Guy","セックス大好き",142760,51,0.804,0.676,9,-3.749,1,0.236,0.102,0,0.235,0.485,89.984
"47060","Pink Guy","Help",165040,51,0.837,0.554,2,-10.165,1,0.109,0.734,5.6e-05,0.129,0.676,117.012
"47061","Upchurch","Rattlin Chains",151307,51,0.244,0.754,10,-6.082,1,0.0646,0.0726,0,0.236,0.45,169.899
"47062","Alan Jackson","What A Friend We Have In Jesus",136493,51,0.449,0.174,2,-12.56,1,0.0292,0.903,0,0.124,0.288,143.37
"47063","Sean Paul","So Me Stay",205188,51,0.806,0.686,5,-8.247,0,0.438,0.013,1.67e-06,0.188,0.464,119.521
"47064","Charly Black;Juan Magán;Yonny Atella","You're Perfect - Remix",201400,51,0.821,0.789,0,-4.231,0,0.218,0.0429,0,0.082,0.785,104.953
"47065","Ice Prince;CKay","Shakara",200869,51,0.861,0.661,2,-6.587,0,0.0834,0.129,0.00208,0.107,0.677,92.027
"47066","Korede Bello","Bella",146478,51,0.864,0.705,0,-6.814,0,0.0962,0.642,5.66e-05,0.133,0.928,114.955
"47067","Omah Lay","how to luv",151117,51,0.777,0.647,7,-9.612,0,0.0486,0.487,0.079,0.0976,0.431,112.951
"47068","Yemi Alade","Begging",135272,51,0.793,0.566,6,-7.834,1,0.0561,0.416,1.01e-05,0.212,0.705,110.035
"47069","Peruzzi","Hypertension",197894,51,0.844,0.839,6,-6.188,1,0.0478,0.00486,0.00141,0.0694,0.621,113.933
"47070","Phyno;Tekno","Full Current (That's My Baby)",208296,51,0.807,0.673,7,-6.042,1,0.0705,0.0525,0.000118,0.0874,0.411,113.031
"47071","Afro B;Slim Jxmmi","Fine Wine & Hennessy",190588,51,0.742,0.416,6,-7.248,0,0.271,0.000972,0,0.0688,0.692,67.302
"47072","Mr Eazi;emPawa Africa;King Promise","Baby I'm Jealous",150000,51,0.667,0.442,1,-7.069,0,0.291,0.148,0,0.102,0.526,107.092
"47073","Shane O","Dark Room",193802,51,0.723,0.612,2,-3.912,0,0.0673,0.203,3.01e-06,0.112,0.418,82.885
"47074","D'banj","Oliver Twist",237453,51,0.83,0.881,8,-5.706,1,0.0699,0.429,7.25e-06,0.126,0.866,125.021
"47075","Eluveitie","A Rose for Epona",266266,51,0.48,0.969,11,-2.742,0,0.0964,0.0259,0,0.0632,0.157,100.057
"47076","Children Of Bodom","In Your Face",255973,51,0.496,0.988,7,-3.444,1,0.0719,1.63e-05,0.547,0.0339,0.294,115.06
"47077","Children Of Bodom","Downfall",273706,51,0.443,0.951,3,-3.742,1,0.0541,0.0013,0.887,0.152,0.271,99.472
"47078","Bleed From Within","The End of All We Know",252333,51,0.359,0.979,6,-5.599,0,0.0866,0.000449,0.000282,0.326,0.303,149.026
"47079","Death","Pull the Plug",266773,51,0.226,0.978,9,-5.729,1,0.209,3.6e-06,0.533,0.0436,0.242,102.374
"47080","Death","Painkiller",362346,51,0.428,0.995,8,-2.53,1,0.0918,2.06e-05,0.429,0.305,0.123,103.24
"47081","August Burns Red","Chop Suey!",218187,51,0.535,0.98,7,-3.382,0,0.0699,0.00189,0.229,0.111,0.331,125.023
"47082","Dark Tranquillity","Atoma",259959,51,0.413,0.969,11,-4.91,0,0.0822,0.000159,0.344,0.18,0.179,75.026
"47083","Gojira","New Found",396634,51,0.265,0.878,7,-5.257,0,0.0631,5.52e-05,0.783,0.0404,0.314,105.134
"47084","Fit For An Autopsy","Walk With Me In Hell",316599,51,0.259,0.991,5,-2.278,1,0.121,0.000136,2.99e-06,0.29,0.0372,110.038
"47085","Gojira","Only Pain",239960,51,0.393,0.951,3,-5.345,1,0.054,3.09e-05,0.00986,0.37,0.324,99.213
"47086","Darko US","Looking Glass",161000,51,0.495,0.991,1,-3.633,1,0.134,0.00123,0.358,0.33,0.235,92.456
"47087","Whitechapel","Hickory Creek",296447,51,0.41,0.712,11,-6.818,0,0.0456,0.00318,0.28,0.109,0.0511,119.635
"47088","Gojira","The Cell",197906,51,0.224,0.972,0,-3.988,0,0.0769,4.75e-06,0.14,0.112,0.161,113.354
"47089","Chelsea Grin","Origin of Sin",265890,51,0.498,0.99,1,-5.278,1,0.104,0.000671,0.00136,0.106,0.0977,130.037
"47090","Kreator","Violent Revolution",294800,51,0.506,0.994,7,-5.733,1,0.0935,0.000176,0.0152,0.155,0.205,144.04
"47091","Arch Enemy","You Will Know My Name",277320,51,0.35,0.947,11,-5.126,0,0.0749,0.000137,0.0196,0.128,0.104,137.137
"47092","After The Burial","Behold The Crown",274314,51,0.513,0.975,1,-4.754,0,0.116,1.46e-05,0.626,0.245,0.143,102.465
"47093","Upon A Burning Body","All Pride No Pain",207398,51,0.594,0.933,4,-6.072,0,0.198,0.00017,0.359,0.264,0.159,108.041
"47094","Lulleaux;Kid Princess","Empty Love",170314,51,0.76,0.743,2,-5.007,0,0.0432,0.0792,0.000312,0.349,0.57,99.979
"47095","The Him;Sorana;Kyco;Barkley","Oasis - Kyco x Barkley Remix",163170,51,0.814,0.755,4,-8.523,0,0.0751,0.013,0.0026,0.0889,0.55,122.981
"47096","Dom Dolla;Mansionair;Tinlicker","Strangers (with Mansionair) - Tinlicker Remix",329349,51,0.588,0.975,1,-6.131,0,0.0446,0.00919,0.893,0.0905,0.025,123.99
"47097","Maceo Plex;Chromatics","Shadow (Maceo Plex Remix)",298705,51,0.657,0.727,11,-5.435,0,0.0319,0.000297,0.881,0.0907,0.776,126.01
"47098","HUGEL;Jude & Frank;Twolate","La candela viva",174600,51,0.579,0.987,9,-4.069,0,0.0706,0.000243,0.744,0.129,0.343,125.021
"47099","Syn Cole;MKLA","Side By Side (with MKLA)",153870,51,0.749,0.794,5,-6.798,0,0.0379,0.0198,3.67e-05,0.1,0.385,123.955
"47100","Jamie Jones;AMÉMÉ","Pliva",244570,51,0.667,0.886,1,-6.999,1,0.0516,0.00306,0.531,0.0523,0.774,123.007
"47101","Maceo Plex;Gabriel Ananda","Solitary Daze",463405,51,0.69,0.739,3,-11.513,0,0.059,0.0127,0.905,0.0744,0.384,125.007
"47102","Wankelmut;Emma Louise;MK","My Head Is A Jungle - MK Remix - Radio Edit",205360,51,0.674,0.778,7,-6.684,0,0.0383,0.0744,0.00456,0.266,0.406,123.993
"47103","Odd Mob","LEFT TO RIGHT",146250,51,0.856,0.959,8,-4.442,1,0.269,0.143,0.35,0.306,0.217,128.018
"47104","CID","Carnaval de Paris",195118,51,0.76,0.558,0,-5.495,0,0.0563,0.00107,0.905,0.292,0.0717,127.026
"47105","Nora En Pure","Reminiscing",258536,51,0.612,0.848,0,-7.733,0,0.0587,0.129,0.917,0.275,0.0383,123.063
"47106","Refeci;Michel Fannoun;Colone","Where Are You",184117,51,0.64,0.643,2,-6.884,0,0.106,0.158,0.00971,0.216,0.243,101.988
"47107","Lucas Estrada;Twan Ray","Blinding Lights",130899,51,0.614,0.802,10,-5.403,1,0.0327,0.167,0.000411,0.0833,0.479,98.008
"47108","Tensnake;Nazzereene","Latching Onto You",186977,51,0.73,0.797,6,-5.759,0,0.0871,0.0185,5.02e-05,0.241,0.538,97.964
"47109","Route 94;L Devine","Sad Songs (feat. L Devine)",191612,51,0.7,0.816,7,-5.439,0,0.0361,0.091,0.119,0.0729,0.632,123.986
"47110","Nora En Pure","Fibonacci",188483,51,0.685,0.781,5,-6.786,0,0.0326,0.0878,0.824,0.319,0.065,122.015
"47111","Roman Müller;Matt Wills;The Small Things","Feel Alive",194425,51,0.707,0.661,7,-7.587,1,0.04,0.137,0,0.0795,0.455,99.987
"47112","Y.V.E. 48","Days Go By",159642,51,0.759,0.492,10,-9.694,0,0.059,0.11,0.096,0.387,0.199,111.99
"47113","EDX","On My Mind",142380,51,0.884,0.564,4,-6.402,0,0.0518,0.071,0.0487,0.102,0.509,126.011
"47114","Hogland;EEVA","Used To",152678,51,0.582,0.661,10,-6.686,1,0.105,0.0596,0,0.102,0.48,120.041
"47115","BCX","Take Care",191796,51,0.805,0.637,6,-6.503,1,0.0362,0.0933,0.0015,0.133,0.577,120.039
"47116","Buray","Mecnun",200272,51,0.72,0.687,4,-6.664,0,0.069,0.17,0,0.0794,0.85,93.012
"47117","Hogland;Charlie South","Holy",215350,51,0.528,0.807,7,-5.199,1,0.0548,0.0606,0,0.177,0.377,107.028
"47118","LYOD;Tom Auton","On My Way",189230,51,0.649,0.762,0,-6.535,1,0.0343,0.51,2.56e-05,0.156,0.216,112.982
"47119","Nora Van Elken","Sumatra",176307,51,0.71,0.735,10,-9.098,0,0.0474,0.609,0.961,0.109,0.156,115.998
"47120","Lucas Estrada;NSH;Alon;Stef Classens","It's On Me",144406,51,0.555,0.863,10,-5.502,1,0.273,0.508,0,0.338,0.492,118.246
"47121","Tep No","You're a Superstar",142062,51,0.603,0.73,10,-8.726,0,0.13,0.274,0.0253,0.0906,0.334,120.006
"47122","Lulleaux","Even If You Don't",156203,51,0.681,0.794,3,-4.901,0,0.0343,0.576,0.000175,0.125,0.376,120.992
"47123","Nora En Pure","Tribe of Kindness",222295,51,0.629,0.788,2,-8.187,1,0.0435,0.134,0.924,0.0927,0.0714,121.986
"47124","Roman Müller;Matt Wills","Blame",159000,51,0.75,0.692,8,-6.18,1,0.0421,0.308,0,0.162,0.659,94.998
"47125","Hadise","Stir Me Up",208375,51,0.681,0.809,6,-5.285,1,0.35,0.0677,1.44e-05,0.114,0.449,210.095
"47126","Nora Van Elken","Just a Dream",149538,51,0.726,0.829,0,-5.98,1,0.197,0.0176,0,0.102,0.452,106.977
"47127","Autograf;Alex Schulz","Heartbeat - Alex Schulz Remix",201682,51,0.728,0.702,8,-9.242,1,0.044,0.227,0.729,0.151,0.0549,123.932
"47128","Olly James","The Age Of Rave",184229,51,0.602,0.917,7,-4.933,1,0.0876,0.0042,0.63,0.102,0.237,142.045
"47129","Gorgon City;Katy Menditta","Imagination",217960,51,0.682,0.701,0,-7.517,0,0.0327,0.0291,0.000643,0.298,0.402,121.989
"47130","M-22","Can’t Stop Loving You",185393,51,0.693,0.847,11,-5.205,1,0.0458,0.00087,0.0034,0.131,0.374,124.002
"47131","Chris Malinchak","When The World Stops Turning - Quiet Mix",227520,51,0.717,0.695,9,-9.012,0,0.0334,0.000465,4.14e-05,0.38,0.409,119.005
"47132","Sonny Fodera;Raphaella","Need U - Spotify Singles",154017,51,0.745,0.772,11,-5.161,0,0.0497,0.0642,1.69e-06,0.23,0.788,121.98
"47133","Alex Schulz","Pictures",174540,51,0.759,0.669,3,-6.611,1,0.104,0.0421,2.76e-06,0.187,0.383,123.059
"47134","Joshwa;Fallon","Papi",173538,51,0.683,0.898,11,-6.746,0,0.054,0.000739,0.755,0.127,0.276,130.002
"47135","Joe Stone;Four of Diamonds","Superstar",179999,51,0.651,0.753,3,-4.956,0,0.0518,0.11,0,0.249,0.355,123.954
"47136","Nora En Pure","Enchantment",223276,51,0.594,0.866,7,-7.608,1,0.0697,0.0602,0.486,0.214,0.0385,124.001
"47137","Shiba San;Black V Neck;Nautik","Ba Da Bam",215238,51,0.787,0.931,0,-5.436,1,0.0509,0.00285,0.902,0.0923,0.276,125.992
"47138","Deep Chills","Waikiki - Original Mix",377519,51,0.749,0.455,8,-10.011,0,0.0498,0.0151,0.906,0.7,0.191,121.001
"47139","Boney M.","Brown Girl in the Ring",242093,51,0.732,0.743,8,-7.083,1,0.0486,0.22,0.00154,0.0173,0.893,105.64
"47140","Moonwalk","Delta",345926,51,0.786,0.893,2,-9.492,1,0.0698,0.0095,0.951,0.108,0.0651,124.988
"47141","Akcent;Olivia Addams","Heart Attack",156222,51,0.783,0.77,0,-5.978,0,0.166,0.0821,0.000128,0.0863,0.627,109.966
"47142","The C90s;Flight Facilities","Shine A Light - Flight Facilities Remix",349962,51,0.686,0.672,0,-10.185,1,0.0475,0.0149,0.455,0.074,0.818,104.996
"47143","Brad Kane;Lea Salonga;Disney","A Whole New World - Remastered 2022",160306,51,0.273,0.227,0,-15.742,1,0.0351,0.848,2.31e-06,0.102,0.142,129.272
"47144","Charmian Carr;Dan Truhitte","Sixteen Going On Seventeen",2e+05,51,0.488,0.133,8,-15.865,1,0.0362,0.895,0,0.0595,0.289,128.123
"47145","Benny Martin;The Wong Janice","Canon In D - Piano & Cello",244090,51,0.165,0.171,2,-17.485,1,0.038,0.983,0.9,0.125,0.404,181.416
"47146","Lebo M.","He Lives In You - From ""Rhythm Of The Pride Lands""",187746,51,0.777,0.428,1,-14.023,0,0.0355,0.645,4.77e-05,0.0478,0.456,114.866
"47147","Chorus - The Lion King 2: Simba's Pride","One of Us - From ""The Lion King II: Simba's Pride""/Soundtrack Version",160653,51,0.465,0.453,2,-11.232,1,0.0531,0.187,2.73e-06,0.114,0.272,101.72
"47148","Netsky;Bazzi;Lil Wayne","I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne)",167600,51,0.709,0.784,9,-3.182,0,0.1,0.23,0,0.147,0.584,97.007
"47149","Dirtyphonics;Sullivan King","Hammer",197333,51,0.486,0.878,0,-3.068,1,0.151,1.52e-05,0.533,0.124,0.205,180.008
"47150","Delta Heavy;Jem Cooke","Heaven",235885,51,0.404,0.939,2,-1.101,1,0.0379,0.000744,0.0253,0.0648,0.104,174.998
"47151","Bensley","Hit The Lights",226046,51,0.626,0.55,11,-4.161,0,0.0633,0.141,0.483,0.178,0.192,171.978
"47152","Sub Focus;Wilkinson;Cameron Hayes","Enter Night - Sub Focus & Wilkinson",237786,51,0.446,0.775,1,-4.923,1,0.0327,0.014,0.708,0.077,0.0361,86.979
"47153","Sub Focus;Wilkinson","Air I Breathe - Sub Focus & Wilkinson",250720,51,0.436,0.927,5,-4.371,0,0.0521,0.0976,0.00709,0.169,0.0391,174.011
"47154","Wilkinson;Tom Cane","Half Light",183357,51,0.475,0.911,2,-4.59,0,0.0475,0.00383,0,0.193,0.277,173.91
"47155","Hybrid Minds","Cinnamon - Hybrid Minds Remix",302117,51,0.378,0.917,1,-2.479,0,0.0412,0.0164,0.00917,0.0791,0.0798,84.967
"47156","Krakota","Be The Reason",259310,51,0.405,0.958,7,-3.105,0,0.0412,0.00271,0.346,0.451,0.228,173.928
"47157","Kanine;Anna Rickards","Figure It Out",299796,51,0.57,0.672,0,-8.276,1,0.0537,0.00459,0.266,0.0877,0.148,172.002
"47158","Dimension","Love To Me",253793,51,0.444,0.955,5,-2.427,0,0.0374,0.0151,0.0114,0.686,0.396,173.991
"47159","Culture Shock","Renaissance (Edit)",209549,51,0.458,0.981,1,-1.65,1,0.0518,0.0573,0.0363,0.172,0.143,173.882
"47160","SLANDER;Danny Olson;Dylan Matthew","Love Is Gone - Danny Olson Remix",213463,51,0.246,0.539,7,-6.327,1,0.0408,0.0104,0.000132,0.094,0.194,153.597
"47161","William Black","Deep End",208421,51,0.63,0.706,5,-5.989,1,0.0289,0.0991,0,0.119,0.215,114.028
"47162","SLANDER;Fairlane;Jonathan Mendelsohn","Hurts Sometimes (with Jonathan Mendelsohn)",225882,51,0.249,0.732,1,-6.455,1,0.104,0.182,0,0.117,0.328,169.896
"47163","Far Out;Karra","On My Own",270224,51,0.403,0.779,4,-2.981,1,0.0535,0.125,7.7e-05,0.385,0.103,145.084
"47164","Riot Ten;Rico Act","Rail Breaker (feat. Rico Act)",225116,51,0.661,0.808,0,-5.067,1,0.062,0.00591,6.01e-05,0.112,0.0784,145.128
"47165","DJ Noiz;Kennyon Brown;Donell Lewis;Konecs","Senorita",183954,51,0.807,0.737,6,-7.777,1,0.0317,0.267,0,0.428,0.926,105.053
"47166","ILLENIUM;Dana Salah","Reverie",299656,51,0.376,0.692,0,-4.474,1,0.0558,0.0197,0.000393,0.111,0.0903,173.899
"47167","ILLENIUM;Joni Fatora","Fortress",203661,51,0.563,0.852,5,-4.928,1,0.058,0.194,0.000645,0.694,0.471,141.949
"47168","Dabin;Dia Frampton","Bloom",240000,51,0.599,0.565,1,-6.304,1,0.0265,0.227,4.32e-05,0.0984,0.142,134.125
"47169","Pixel Terror;EMELINE","Chroma",172000,51,0.574,0.737,5,-4.946,1,0.142,0.0768,0,0.145,0.343,149.955
"47170","Krewella;Yellow Claw;Taylor Bennett","New World",161963,51,0.681,0.768,6,-4.356,0,0.0774,0.0314,0,0.0839,0.718,162.976
"47171","ILLENIUM;Josh Golden","That’s Why (with GOLDN)",252912,51,0.487,0.621,2,-4.676,1,0.0333,0.091,0,0.132,0.178,140.04
"47172","SLANDER;if found;Danni Carra","Getting Late (feat. Danni Carra)",231750,51,0.43,0.811,3,-2.712,1,0.0621,0.0315,0,0.315,0.238,159.988
"47173","Borgore;Sikdope","Unicorn Zombie Apocalypse",277500,51,0.676,0.885,1,-2.946,1,0.0658,0.00425,0.861,0.0519,0.185,128.04
"47174","ILLENIUM","Leaving",234857,51,0.302,0.64,11,-3.452,1,0.0379,0.0359,1.66e-05,0.951,0.184,139.793
"47175","Said The Sky;Claire Ridgely","Show & Tell",185600,51,0.667,0.86,1,-3.74,1,0.0531,0.235,0,0.135,0.463,150.111
